instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
10476,2012-03-17,Spring,1,3,14,0,6,Weekend/Holiday,1,0.62,0.6212,0.53,0.0896,352,338,690,Rendah,Siang (Rekreasi)
10477,2012-03-17,Spring,1,3,15,0,6,Weekend/Holiday,1,0.64,0.6212,0.53,0.1343,357,322,679,Sedang,Siang (Rekreasi)
10478,2012-03-17,Spring,1,3,16,0,6,Weekend/Holiday,1,0.64,0.6212,0.5,0.0,367,318,685,,Sore (Pulang)
10479,2012-03-17,Spring,1,3,17,0,6,Weekend/Holiday,1,0.64,0.6212,0.5,0.1343,291,357,648,Sedang,Sore (Pulang)
10480,2012-03-17,Spring,1,3,18,0,6,Weekend/Holiday,1,0.62,0.6212,0.57,0.2985,221,339,560,Sedang,Sore (Pulang)
10481,2012-03-17,Spring,1,3,19,0,6,Weekend/Holiday,1,0.58,0.5455,0.64,0.2836,155,262,417,Sedang,Sore (Pulang)
10482,2012-03-17,Spring,1,3,20,0,6,Weekend/Holiday,1,0.56,0.5303,0.64,0.194,89,182,271,Sedang,Malam/Dini Hari
10483,2012-03-17,Spring,1,3,21,0,6,Weekend/Holiday,1,0.54,0.5152,0.68,0.1642,54,169,223,Sedang,Malam/Dini Hari
10484,2012-03-17,Spring,1,3,22,0,6,Weekend/Holiday,1,0.54,0.5152,0.68,0.0,58,153,211,,Malam/Dini Hari
10485,2012-03-17,Spring,1,3,23,0,6,Weekend/Holiday,1,0.5,0.4848,0.77,0.1642,34,151,185,Sedang,Malam/Dini Hari
10486,2012-03-18,Spring,1,3,0,0,0,Weekend/Holiday,1,0.46,0.4545,0.88,0.194,27,80,107,Sedang,Malam/Dini Hari
10487,2012-03-18,Spring,1,3,1,0,0,Weekend/Holiday,1,0.46,0.4545,0.82,0.1343,25,88,113,Sedang,Malam/Dini Hari
10488,2012-03-18,Spring,1,3,2,0,0,Weekend/Holiday,2,0.46,0.4545,0.82,0.1045,15,41,56,Sedang,Malam/Dini Hari
10489,2012-03-18,Spring,1,3,3,0,0,Weekend/Holiday,2,0.44,0.4394,0.88,0.1343,3,15,18,Sedang,Malam/Dini Hari
10490,2012-03-18,Spring,1,3,4,0,0,Weekend/Holiday,2,0.42,0.4242,0.94,0.1642,6,8,14,Sedang,Malam/Dini Hari
10491,2012-03-18,Spring,1,3,5,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.1045,0,6,6,Sedang,Pagi (Berangkat)
10492,2012-03-18,Spring,1,3,6,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.1045,2,9,11,Sedang,Pagi (Berangkat)
10493,2012-03-18,Spring,1,3,7,0,0,Weekend/Holiday,3,0.42,0.4242,0.88,0.1642,17,25,42,Sedang,Pagi (Berangkat)
10494,2012-03-18,Spring,1,3,8,0,0,Weekend/Holiday,2,0.42,0.4242,0.88,0.1045,25,71,96,Sedang,Pagi (Berangkat)
10495,2012-03-18,Spring,1,3,9,0,0,Weekend/Holiday,2,0.42,0.4242,0.88,0.0896,65,113,178,Rendah,Pagi (Berangkat)
10496,2012-03-18,Spring,1,3,10,0,0,Weekend/Holiday,2,0.42,0.4242,0.88,0.1045,139,212,351,Sedang,Siang (Rekreasi)
10497,2012-03-18,Spring,1,3,11,0,0,Weekend/Holiday,2,0.44,0.4394,0.82,0.1642,129,239,368,Sedang,Siang (Rekreasi)
10498,2012-03-18,Spring,1,3,12,0,0,Weekend/Holiday,2,0.44,0.4394,0.88,0.1343,222,281,503,Sedang,Siang (Rekreasi)
10499,2012-03-18,Spring,1,3,13,0,0,Weekend/Holiday,2,0.46,0.4545,0.82,0.1642,198,346,544,Sedang,Siang (Rekreasi)
10500,2012-03-18,Spring,1,3,14,0,0,Weekend/Holiday,2,0.5,0.4848,0.77,0.0896,218,303,521,Rendah,Siang (Rekreasi)
10501,2012-03-18,Spring,1,3,15,0,0,Weekend/Holiday,1,0.54,0.5152,0.68,0.0896,240,314,554,Rendah,Siang (Rekreasi)
10502,2012-03-18,Spring,1,3,16,0,0,Weekend/Holiday,1,0.54,0.5152,0.73,0.0896,229,312,541,Rendah,Sore (Pulang)
10503,2012-03-18,Spring,1,3,17,0,0,Weekend/Holiday,1,0.56,0.5303,0.64,0.0896,233,308,541,Rendah,Sore (Pulang)
10504,2012-03-18,Spring,1,3,18,0,0,Weekend/Holiday,1,0.56,0.5303,0.64,0.1642,165,294,459,Sedang,Sore (Pulang)
10505,2012-03-18,Spring,1,3,19,0,0,Weekend/Holiday,1,0.56,0.5303,0.64,0.1642,118,234,352,Sedang,Sore (Pulang)
10506,2012-03-18,Spring,1,3,20,0,0,Weekend/Holiday,1,0.52,0.5,0.77,0.1343,59,139,198,Sedang,Malam/Dini Hari
10507,2012-03-18,Spring,1,3,21,0,0,Weekend/Holiday,1,0.52,0.5,0.72,0.0896,44,129,173,Rendah,Malam/Dini Hari
10508,2012-03-18,Spring,1,3,22,0,0,Weekend/Holiday,1,0.5,0.4848,0.77,0.1045,21,79,100,Sedang,Malam/Dini Hari
10509,2012-03-18,Spring,1,3,23,0,0,Weekend/Holiday,1,0.48,0.4697,0.82,0.1642,7,39,46,Sedang,Malam/Dini Hari
10510,2012-03-19,Spring,1,3,0,0,1,Working Day,1,0.48,0.4697,0.82,0.1045,4,19,23,Sedang,Malam/Dini Hari
10511,2012-03-19,Spring,1,3,1,0,1,Working Day,1,0.46,0.4545,0.88,0.1045,0,15,15,Sedang,Malam/Dini Hari
10512,2012-03-19,Spring,1,3,2,0,1,Working Day,1,0.46,0.4545,0.88,0.1642,1,7,8,Sedang,Malam/Dini Hari
10513,2012-03-19,Spring,1,3,3,0,1,Working Day,1,0.46,0.4545,0.88,0.0896,0,2,2,Rendah,Malam/Dini Hari
10514,2012-03-19,Spring,1,3,4,0,1,Working Day,1,0.44,0.4394,0.94,0.0,0,3,3,,Malam/Dini Hari
10515,2012-03-19,Spring,1,3,5,0,1,Working Day,1,0.44,0.4394,0.94,0.0,0,31,31,,Pagi (Berangkat)
10516,2012-03-19,Spring,1,3,6,0,1,Working Day,1,0.46,0.4545,0.88,0.1343,2,118,120,Sedang,Pagi (Berangkat)
10517,2012-03-19,Spring,1,3,7,0,1,Working Day,1,0.46,0.4545,0.88,0.194,25,329,354,Sedang,Pagi (Berangkat)
10518,2012-03-19,Spring,1,3,8,0,1,Working Day,1,0.46,0.4545,0.88,0.1045,16,563,579,Sedang,Pagi (Berangkat)
10519,2012-03-19,Spring,1,3,9,0,1,Working Day,1,0.5,0.4848,0.72,0.1642,55,276,331,Sedang,Pagi (Berangkat)
10520,2012-03-19,Spring,1,3,10,0,1,Working Day,1,0.52,0.5,0.72,0.1343,56,128,184,Sedang,Siang (Rekreasi)
10521,2012-03-19,Spring,1,3,11,0,1,Working Day,1,0.56,0.5303,0.68,0.1642,56,145,201,Sedang,Siang (Rekreasi)
10522,2012-03-19,Spring,1,3,12,0,1,Working Day,1,0.6,0.6061,0.64,0.2537,71,211,282,Sedang,Siang (Rekreasi)
10523,2012-03-19,Spring,1,3,13,0,1,Working Day,1,0.62,0.6061,0.61,0.2537,69,194,263,Sedang,Siang (Rekreasi)
10524,2012-03-19,Spring,1,3,14,0,1,Working Day,2,0.64,0.6212,0.57,0.194,60,200,260,Sedang,Siang (Rekreasi)
10525,2012-03-19,Spring,1,3,15,0,1,Working Day,1,0.64,0.6212,0.57,0.2239,97,189,286,Sedang,Siang (Rekreasi)
10526,2012-03-19,Spring,1,3,16,0,1,Working Day,1,0.66,0.6212,0.5,0.2239,65,320,385,Sedang,Sore (Pulang)
10527,2012-03-19,Spring,1,3,17,0,1,Working Day,1,0.64,0.6212,0.53,0.2239,106,615,721,Sedang,Sore (Pulang)
10528,2012-03-19,Spring,1,3,18,0,1,Working Day,1,0.64,0.6212,0.57,0.2537,120,681,801,Sedang,Sore (Pulang)
10529,2012-03-19,Spring,1,3,19,0,1,Working Day,1,0.62,0.6061,0.61,0.2239,86,463,549,Sedang,Sore (Pulang)
10530,2012-03-19,Spring,1,3,20,0,1,Working Day,1,0.6,0.6061,0.64,0.2239,34,296,330,Sedang,Malam/Dini Hari
10531,2012-03-19,Spring,1,3,21,0,1,Working Day,1,0.6,0.6061,0.64,0.1642,33,190,223,Sedang,Malam/Dini Hari
10532,2012-03-19,Spring,1,3,22,0,1,Working Day,2,0.56,0.5303,0.73,0.1642,17,131,148,Sedang,Malam/Dini Hari
10533,2012-03-19,Spring,1,3,23,0,1,Working Day,2,0.56,0.5303,0.78,0.1343,9,45,54,Sedang,Malam/Dini Hari
10534,2012-03-20,Spring,1,3,0,0,2,Working Day,2,0.56,0.5303,0.78,0.0896,5,24,29,Rendah,Malam/Dini Hari
10535,2012-03-20,Spring,1,3,1,0,2,Working Day,1,0.54,0.5152,0.88,0.0,6,9,15,,Malam/Dini Hari
10536,2012-03-20,Spring,1,3,2,0,2,Working Day,1,0.54,0.5152,0.88,0.0896,2,8,10,Rendah,Malam/Dini Hari
10537,2012-03-20,Spring,1,3,3,0,2,Working Day,2,0.54,0.5152,0.88,0.0,0,3,3,,Malam/Dini Hari
10538,2012-03-20,Spring,1,3,4,0,2,Working Day,2,0.52,0.5,0.88,0.1343,0,6,6,Sedang,Malam/Dini Hari
10539,2012-03-20,Spring,1,3,5,0,2,Working Day,2,0.52,0.5,0.94,0.0,0,20,20,,Pagi (Berangkat)
10540,2012-03-20,Spring,1,3,6,0,2,Working Day,2,0.52,0.5,0.94,0.1642,6,94,100,Sedang,Pagi (Berangkat)
10541,2012-03-20,Spring,1,3,7,0,2,Working Day,3,0.52,0.5,0.94,0.2239,3,167,170,Sedang,Pagi (Berangkat)
10542,2012-03-20,Spring,1,3,8,0,2,Working Day,2,0.52,0.5,0.88,0.1045,28,488,516,Sedang,Pagi (Berangkat)
10543,2012-03-20,Spring,1,3,9,0,2,Working Day,2,0.54,0.5152,0.88,0.1642,41,284,325,Sedang,Pagi (Berangkat)
10544,2012-03-20,Spring,1,3,10,0,2,Working Day,1,0.54,0.5152,0.88,0.194,44,119,163,Sedang,Siang (Rekreasi)
10545,2012-03-20,Spring,1,3,11,0,2,Working Day,1,0.58,0.5455,0.83,0.1343,74,156,230,Sedang,Siang (Rekreasi)
10546,2012-03-20,Spring,1,3,12,0,2,Working Day,1,0.6,0.5758,0.78,0.2537,56,205,261,Sedang,Siang (Rekreasi)
10547,2012-03-20,Spring,1,3,13,0,2,Working Day,1,0.6,0.5758,0.78,0.194,77,207,284,Sedang,Siang (Rekreasi)
10548,2012-03-20,Spring,1,3,14,0,2,Working Day,2,0.6,0.5909,0.73,0.1642,66,182,248,Sedang,Siang (Rekreasi)
10549,2012-03-20,Spring,1,3,15,0,2,Working Day,2,0.62,0.6061,0.69,0.1045,67,177,244,Sedang,Siang (Rekreasi)
10550,2012-03-20,Spring,1,3,16,0,2,Working Day,1,0.62,0.6061,0.66,0.2239,99,332,431,Sedang,Sore (Pulang)
10551,2012-03-20,Spring,1,3,17,0,2,Working Day,1,0.6,0.5909,0.73,0.194,108,642,750,Sedang,Sore (Pulang)
10552,2012-03-20,Spring,1,3,18,0,2,Working Day,1,0.6,0.5909,0.69,0.2537,136,665,801,Sedang,Sore (Pulang)
10553,2012-03-20,Spring,1,3,19,0,2,Working Day,1,0.58,0.5455,0.73,0.1343,75,480,555,Sedang,Sore (Pulang)
10554,2012-03-20,Spring,1,3,20,0,2,Working Day,1,0.58,0.5455,0.68,0.0896,78,299,377,Rendah,Malam/Dini Hari
10555,2012-03-20,Spring,1,3,21,0,2,Working Day,1,0.56,0.5303,0.73,0.0,38,239,277,,Malam/Dini Hari
10556,2012-03-20,Spring,1,3,22,0,2,Working Day,1,0.54,0.5152,0.77,0.0,32,156,188,,Malam/Dini Hari
10557,2012-03-20,Spring,1,3,23,0,2,Working Day,1,0.52,0.5,0.83,0.0,10,80,90,,Malam/Dini Hari
10558,2012-03-21,Summer,1,3,0,0,3,Working Day,1,0.52,0.5,0.88,0.0,4,29,33,,Malam/Dini Hari
10559,2012-03-21,Summer,1,3,1,0,3,Working Day,1,0.52,0.5,0.83,0.0896,4,22,26,Rendah,Malam/Dini Hari
10560,2012-03-21,Summer,1,3,2,0,3,Working Day,1,0.5,0.4848,0.88,0.1343,2,8,10,Sedang,Malam/Dini Hari
10561,2012-03-21,Summer,1,3,3,0,3,Working Day,2,0.5,0.4848,0.88,0.194,1,7,8,Sedang,Malam/Dini Hari
10562,2012-03-21,Summer,1,3,4,0,3,Working Day,2,0.5,0.4848,0.88,0.1343,0,4,4,Sedang,Malam/Dini Hari
10563,2012-03-21,Summer,1,3,5,0,3,Working Day,2,0.5,0.4848,0.88,0.1343,4,35,39,Sedang,Pagi (Berangkat)
10564,2012-03-21,Summer,1,3,6,0,3,Working Day,2,0.48,0.4697,0.94,0.2239,10,139,149,Sedang,Pagi (Berangkat)
10565,2012-03-21,Summer,1,3,7,0,3,Working Day,3,0.48,0.4697,0.94,0.194,34,338,372,Sedang,Pagi (Berangkat)
10566,2012-03-21,Summer,1,3,8,0,3,Working Day,3,0.48,0.4697,0.94,0.1045,33,502,535,Sedang,Pagi (Berangkat)
10567,2012-03-21,Summer,1,3,9,0,3,Working Day,2,0.5,0.4848,0.88,0.1642,38,255,293,Sedang,Pagi (Berangkat)
10568,2012-03-21,Summer,1,3,10,0,3,Working Day,2,0.52,0.5,0.83,0.1642,30,124,154,Sedang,Siang (Rekreasi)
10569,2012-03-21,Summer,1,3,11,0,3,Working Day,2,0.52,0.5,0.83,0.1642,38,154,192,Sedang,Siang (Rekreasi)
10570,2012-03-21,Summer,1,3,12,0,3,Working Day,2,0.54,0.5152,0.77,0.0,58,171,229,,Siang (Rekreasi)
10571,2012-03-21,Summer,1,3,13,0,3,Working Day,2,0.54,0.5152,0.83,0.0,81,222,303,,Siang (Rekreasi)
10572,2012-03-21,Summer,1,3,14,0,3,Working Day,2,0.56,0.5303,0.78,0.0,74,151,225,,Siang (Rekreasi)
10573,2012-03-21,Summer,1,3,15,0,3,Working Day,2,0.56,0.5303,0.78,0.0,68,175,243,,Siang (Rekreasi)
10574,2012-03-21,Summer,1,3,16,0,3,Working Day,1,0.58,0.5455,0.73,0.0,91,287,378,,Sore (Pulang)
10575,2012-03-21,Summer,1,3,17,0,3,Working Day,1,0.6,0.5909,0.69,0.0896,113,616,729,Rendah,Sore (Pulang)
10576,2012-03-21,Summer,1,3,18,0,3,Working Day,1,0.6,0.5909,0.69,0.0,152,627,779,,Sore (Pulang)
10577,2012-03-21,Summer,1,3,19,0,3,Working Day,1,0.6,0.6061,0.64,0.0,86,496,582,,Sore (Pulang)
10578,2012-03-21,Summer,1,3,20,0,3,Working Day,1,0.56,0.5303,0.78,0.0896,76,298,374,Rendah,Malam/Dini Hari
10579,2012-03-21,Summer,1,3,21,0,3,Working Day,1,0.54,0.5152,0.83,0.1045,47,204,251,Sedang,Malam/Dini Hari
10580,2012-03-21,Summer,1,3,22,0,3,Working Day,1,0.52,0.5,0.83,0.1642,41,156,197,Sedang,Malam/Dini Hari
10581,2012-03-21,Summer,1,3,23,0,3,Working Day,1,0.54,0.5152,0.77,0.0,37,88,125,,Malam/Dini Hari
10582,2012-03-22,Summer,1,3,0,0,4,Working Day,1,0.52,0.5,0.83,0.0896,9,32,41,Rendah,Malam/Dini Hari
10583,2012-03-22,Summer,1,3,1,0,4,Working Day,1,0.52,0.5,0.83,0.0896,14,16,30,Rendah,Malam/Dini Hari
10584,2012-03-22,Summer,1,3,2,0,4,Working Day,1,0.52,0.5,0.83,0.0896,1,5,6,Rendah,Malam/Dini Hari
10585,2012-03-22,Summer,1,3,3,0,4,Working Day,1,0.52,0.5,0.83,0.0896,0,7,7,Rendah,Malam/Dini Hari
10586,2012-03-22,Summer,1,3,4,0,4,Working Day,2,0.48,0.4697,1.0,0.0896,0,6,6,Rendah,Malam/Dini Hari
10587,2012-03-22,Summer,1,3,5,0,4,Working Day,2,0.48,0.4697,1.0,0.0896,2,32,34,Rendah,Pagi (Berangkat)
10588,2012-03-22,Summer,1,3,6,0,4,Working Day,2,0.48,0.4697,1.0,0.0896,10,126,136,Rendah,Pagi (Berangkat)
10589,2012-03-22,Summer,1,3,7,0,4,Working Day,2,0.48,0.4697,1.0,0.0896,29,332,361,Rendah,Pagi (Berangkat)
10590,2012-03-22,Summer,1,3,8,0,4,Working Day,2,0.5,0.4848,0.94,0.0896,51,598,649,Rendah,Pagi (Berangkat)
10591,2012-03-22,Summer,1,3,9,0,4,Working Day,2,0.5,0.4848,0.94,0.0896,41,277,318,Rendah,Pagi (Berangkat)
10592,2012-03-22,Summer,1,3,10,0,4,Working Day,2,0.5,0.4848,1.0,0.0896,32,110,142,Rendah,Siang (Rekreasi)
10593,2012-03-22,Summer,1,3,11,0,4,Working Day,2,0.52,0.5,0.94,0.0,53,166,219,,Siang (Rekreasi)
10594,2012-03-22,Summer,1,3,12,0,4,Working Day,2,0.54,0.5152,0.88,0.194,48,224,272,Sedang,Siang (Rekreasi)
10595,2012-03-22,Summer,1,3,13,0,4,Working Day,1,0.58,0.5455,0.78,0.0896,83,215,298,Rendah,Siang (Rekreasi)
10596,2012-03-22,Summer,1,3,14,0,4,Working Day,1,0.6,0.5909,0.73,0.1045,96,161,257,Sedang,Siang (Rekreasi)
10597,2012-03-22,Summer,1,3,15,0,4,Working Day,1,0.62,0.6061,0.69,0.194,102,202,304,Sedang,Siang (Rekreasi)
10598,2012-03-22,Summer,1,3,16,0,4,Working Day,1,0.64,0.6061,0.65,0.194,125,300,425,Sedang,Sore (Pulang)
10599,2012-03-22,Summer,1,3,17,0,4,Working Day,1,0.66,0.6212,0.65,0.1642,154,656,810,Sedang,Sore (Pulang)
10600,2012-03-22,Summer,1,3,18,0,4,Working Day,1,0.66,0.6212,0.65,0.1642,147,654,801,Sedang,Sore (Pulang)
10601,2012-03-22,Summer,1,3,19,0,4,Working Day,1,0.66,0.6212,0.61,0.0,117,469,586,,Sore (Pulang)
10602,2012-03-22,Summer,1,3,20,0,4,Working Day,1,0.62,0.5909,0.73,0.2836,64,360,424,Sedang,Malam/Dini Hari
10603,2012-03-22,Summer,1,3,21,0,4,Working Day,1,0.58,0.5455,0.78,0.1642,66,308,374,Sedang,Malam/Dini Hari
10604,2012-03-22,Summer,1,3,22,0,4,Working Day,1,0.56,0.5303,0.83,0.194,56,164,220,Sedang,Malam/Dini Hari
10605,2012-03-22,Summer,1,3,23,0,4,Working Day,1,0.56,0.5303,0.83,0.0896,34,117,151,Rendah,Malam/Dini Hari
10606,2012-03-23,Summer,1,3,0,0,5,Working Day,1,0.56,0.5303,0.83,0.0,30,65,95,,Malam/Dini Hari
10607,2012-03-23,Summer,1,3,1,0,5,Working Day,1,0.54,0.5152,0.88,0.0,18,32,50,,Malam/Dini Hari
10608,2012-03-23,Summer,1,3,2,0,5,Working Day,1,0.54,0.5152,0.88,0.0896,12,20,32,Rendah,Malam/Dini Hari
10609,2012-03-23,Summer,1,3,3,0,5,Working Day,1,0.52,0.5,0.88,0.1045,4,6,10,Sedang,Malam/Dini Hari
10610,2012-03-23,Summer,1,3,4,0,5,Working Day,2,0.5,0.4848,0.94,0.1045,0,3,3,Sedang,Malam/Dini Hari
10611,2012-03-23,Summer,1,3,5,0,5,Working Day,2,0.5,0.4848,0.94,0.0,5,29,34,,Pagi (Berangkat)
10612,2012-03-23,Summer,1,3,6,0,5,Working Day,2,0.5,0.4848,0.88,0.0,6,110,116,,Pagi (Berangkat)
10613,2012-03-23,Summer,1,3,7,0,5,Working Day,2,0.5,0.4848,0.93,0.1343,28,318,346,Sedang,Pagi (Berangkat)
10614,2012-03-23,Summer,1,3,8,0,5,Working Day,2,0.5,0.4848,0.94,0.1343,47,615,662,Sedang,Pagi (Berangkat)
10615,2012-03-23,Summer,1,3,9,0,5,Working Day,2,0.52,0.5,0.9,0.0896,75,305,380,Rendah,Pagi (Berangkat)
10616,2012-03-23,Summer,1,3,10,0,5,Working Day,2,0.56,0.5303,0.88,0.1045,125,150,275,Sedang,Siang (Rekreasi)
10617,2012-03-23,Summer,1,3,11,0,5,Working Day,2,0.62,0.5909,0.73,0.1045,131,187,318,Sedang,Siang (Rekreasi)
10618,2012-03-23,Summer,1,3,12,0,5,Working Day,2,0.66,0.6212,0.61,0.2239,199,272,471,Sedang,Siang (Rekreasi)
10619,2012-03-23,Summer,1,3,13,0,5,Working Day,2,0.7,0.6515,0.48,0.0,172,256,428,,Siang (Rekreasi)
10620,2012-03-23,Summer,1,3,14,0,5,Working Day,2,0.72,0.6515,0.42,0.1045,208,224,432,Sedang,Siang (Rekreasi)
10621,2012-03-23,Summer,1,3,15,0,5,Working Day,2,0.72,0.6515,0.42,0.1343,191,281,472,Sedang,Siang (Rekreasi)
10622,2012-03-23,Summer,1,3,16,0,5,Working Day,2,0.72,0.6515,0.42,0.1642,219,370,589,Sedang,Sore (Pulang)
10623,2012-03-23,Summer,1,3,17,0,5,Working Day,2,0.72,0.6515,0.42,0.1642,264,693,957,Sedang,Sore (Pulang)
10624,2012-03-23,Summer,1,3,18,0,5,Working Day,1,0.7,0.6364,0.45,0.1642,237,593,830,Sedang,Sore (Pulang)
10625,2012-03-23,Summer,1,3,19,0,5,Working Day,1,0.66,0.6212,0.5,0.194,213,473,686,Sedang,Sore (Pulang)
10626,2012-03-23,Summer,1,3,20,0,5,Working Day,1,0.66,0.6212,0.47,0.1343,117,328,445,Sedang,Malam/Dini Hari
10627,2012-03-23,Summer,1,3,21,0,5,Working Day,1,0.62,0.6212,0.53,0.1045,64,220,284,Sedang,Malam/Dini Hari
10628,2012-03-23,Summer,1,3,22,0,5,Working Day,1,0.6,0.6061,0.64,0.2836,53,218,271,Sedang,Malam/Dini Hari
10629,2012-03-23,Summer,1,3,23,0,5,Working Day,1,0.6,0.5909,0.69,0.2537,51,125,176,Sedang,Malam/Dini Hari
10630,2012-03-24,Summer,1,3,0,0,6,Weekend/Holiday,1,0.58,0.5455,0.68,0.0,45,111,156,,Malam/Dini Hari
10631,2012-03-24,Summer,1,3,1,0,6,Weekend/Holiday,1,0.56,0.5303,0.73,0.0896,20,108,128,Rendah,Malam/Dini Hari
10632,2012-03-24,Summer,1,3,2,0,6,Weekend/Holiday,1,0.54,0.5152,0.77,0.1045,14,55,69,Sedang,Malam/Dini Hari
10633,2012-03-24,Summer,1,3,3,0,6,Weekend/Holiday,1,0.54,0.5152,0.77,0.1045,10,22,32,Sedang,Malam/Dini Hari
10634,2012-03-24,Summer,1,3,4,0,6,Weekend/Holiday,1,0.52,0.5,0.83,0.0896,1,6,7,Rendah,Malam/Dini Hari
10635,2012-03-24,Summer,1,3,5,0,6,Weekend/Holiday,2,0.52,0.5,0.83,0.1642,0,4,4,Sedang,Pagi (Berangkat)
10636,2012-03-24,Summer,1,3,6,0,6,Weekend/Holiday,2,0.52,0.5,0.83,0.1642,4,24,28,Sedang,Pagi (Berangkat)
10637,2012-03-24,Summer,1,3,7,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1343,25,45,70,Sedang,Pagi (Berangkat)
10638,2012-03-24,Summer,1,3,8,0,6,Weekend/Holiday,2,0.5,0.4848,0.94,0.194,41,113,154,Sedang,Pagi (Berangkat)
10639,2012-03-24,Summer,1,3,9,0,6,Weekend/Holiday,2,0.52,0.5,0.83,0.1343,96,153,249,Sedang,Pagi (Berangkat)
10640,2012-03-24,Summer,1,3,10,0,6,Weekend/Holiday,2,0.52,0.5,0.88,0.194,148,197,345,Sedang,Siang (Rekreasi)
10641,2012-03-24,Summer,1,3,11,0,6,Weekend/Holiday,2,0.5,0.4848,0.94,0.194,98,175,273,Sedang,Siang (Rekreasi)
10642,2012-03-24,Summer,1,3,12,0,6,Weekend/Holiday,3,0.52,0.5,0.94,0.2239,61,122,183,Sedang,Siang (Rekreasi)
10643,2012-03-24,Summer,1,3,13,0,6,Weekend/Holiday,3,0.52,0.5,0.94,0.2537,62,134,196,Sedang,Siang (Rekreasi)
10644,2012-03-24,Summer,1,3,14,0,6,Weekend/Holiday,3,0.52,0.5,0.88,0.3582,63,160,223,Tinggi,Siang (Rekreasi)
10645,2012-03-24,Summer,1,3,15,0,6,Weekend/Holiday,3,0.5,0.4848,0.94,0.4179,118,172,290,Tinggi,Siang (Rekreasi)
10646,2012-03-24,Summer,1,3,16,0,6,Weekend/Holiday,3,0.5,0.4848,0.94,0.2985,49,128,177,Sedang,Sore (Pulang)
10647,2012-03-24,Summer,1,3,17,0,6,Weekend/Holiday,3,0.5,0.4848,0.88,0.2239,47,68,115,Sedang,Sore (Pulang)
10648,2012-03-24,Summer,1,3,18,0,6,Weekend/Holiday,3,0.46,0.4545,0.94,0.2239,27,110,137,Sedang,Sore (Pulang)
10649,2012-03-24,Summer,1,3,19,0,6,Weekend/Holiday,3,0.46,0.4545,0.94,0.1343,28,105,133,Sedang,Sore (Pulang)
10650,2012-03-24,Summer,1,3,20,0,6,Weekend/Holiday,3,0.44,0.4394,1.0,0.194,31,80,111,Sedang,Malam/Dini Hari
10651,2012-03-24,Summer,1,3,21,0,6,Weekend/Holiday,3,0.44,0.4394,1.0,0.194,16,88,104,Sedang,Malam/Dini Hari
10652,2012-03-24,Summer,1,3,22,0,6,Weekend/Holiday,3,0.44,0.4394,1.0,0.2537,12,71,83,Sedang,Malam/Dini Hari
10653,2012-03-24,Summer,1,3,23,0,6,Weekend/Holiday,2,0.44,0.4394,0.94,0.2836,17,88,105,Sedang,Malam/Dini Hari
10654,2012-03-25,Summer,1,3,0,0,0,Weekend/Holiday,2,0.44,0.4394,0.94,0.2836,18,62,80,Sedang,Malam/Dini Hari
10655,2012-03-25,Summer,1,3,1,0,0,Weekend/Holiday,2,0.42,0.4242,1.0,0.2537,24,65,89,Sedang,Malam/Dini Hari
10656,2012-03-25,Summer,1,3,2,0,0,Weekend/Holiday,3,0.42,0.4242,1.0,0.2985,6,29,35,Sedang,Malam/Dini Hari
10657,2012-03-25,Summer,1,3,3,0,0,Weekend/Holiday,3,0.42,0.4242,0.94,0.2985,8,10,18,Sedang,Malam/Dini Hari
10658,2012-03-25,Summer,1,3,4,0,0,Weekend/Holiday,2,0.42,0.4242,0.94,0.3284,1,7,8,Tinggi,Malam/Dini Hari
10659,2012-03-25,Summer,1,3,5,0,0,Weekend/Holiday,2,0.4,0.4091,1.0,0.2537,0,6,6,Sedang,Pagi (Berangkat)
10660,2012-03-25,Summer,1,3,6,0,0,Weekend/Holiday,2,0.4,0.4091,1.0,0.2537,5,13,18,Sedang,Pagi (Berangkat)
10661,2012-03-25,Summer,1,3,7,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.3284,14,25,39,Tinggi,Pagi (Berangkat)
10662,2012-03-25,Summer,1,3,8,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.3284,21,68,89,Tinggi,Pagi (Berangkat)
10663,2012-03-25,Summer,1,3,9,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.2537,26,92,118,Sedang,Pagi (Berangkat)
10664,2012-03-25,Summer,1,3,10,0,0,Weekend/Holiday,2,0.4,0.4091,0.87,0.3284,78,172,250,Tinggi,Siang (Rekreasi)
10665,2012-03-25,Summer,1,3,11,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.2537,106,217,323,Sedang,Siang (Rekreasi)
10666,2012-03-25,Summer,1,3,12,0,0,Weekend/Holiday,2,0.4,0.4091,0.94,0.2239,122,238,360,Sedang,Siang (Rekreasi)
10667,2012-03-25,Summer,1,3,13,0,0,Weekend/Holiday,2,0.42,0.4242,0.88,0.1642,110,257,367,Sedang,Siang (Rekreasi)
