instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,Malam/Dini Hari,0.0833458,0.384167,0.760833
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,Malam/Dini Hari,0.0833458,0.384167,0.760833
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,Malam/Dini Hari,0.0833458,0.384167,0.760833
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,Pagi (Berangkat),0.0833458,0.384167,0.760833
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,Pagi (Berangkat),0.0833458,0.384167,0.760833
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,Pagi (Berangkat),0.0833458,0.384167,0.760833
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,Pagi (Berangkat),0.0833458,0.384167,0.760833
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,Pagi (Berangkat),0.0833458,0.384167,0.760833
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,Siang (Rekreasi),0.0833458,0.384167,0.760833
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,Siang (Rekreasi),0.0833458,0.384167,0.760833
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,Siang (Rekreasi),0.0833458,0.384167,0.760833
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,Siang (Rekreasi),0.0833458,0.384167,0.760833
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,Siang (Rekreasi),0.0833458,0.384167,0.760833
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,Siang (Rekreasi),0.0833458,0.384167,0.760833
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,Sore (Pulang),0.0833458,0.384167,0.760833
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,Sore (Pulang),0.0833458,0.384167,0.760833
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,Sore (Pulang),0.0833458,0.384167,0.760833
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,Sore (Pulang),0.0833458,0.384167,0.760833
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,Malam/Dini Hari,0.0833458,0.384167,0.760833
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,Malam/Dini Hari,0.0833458,0.384167,0.760833
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,Malam/Dini Hari,0.0833458,0.384167,0.760833
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,Malam/Dini Hari,0.0833458,0.384167,0.760833
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,Malam/Dini Hari,0.205854,0.484167,0.71
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,Malam/Dini Hari,0.205854,0.484167,0.71
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,Malam/Dini Hari,0.205854,0.484167,0.71
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,Malam/Dini Hari,0.205854,0.484167,0.71
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,Malam/Dini Hari,0.205854,0.484167,0.71
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,Pagi (Berangkat),0.205854,0.484167,0.71
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,Pagi (Berangkat),0.205854,0.484167,0.71
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,Pagi (Berangkat),0.205854,0.484167,0.71
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,Pagi (Berangkat),0.205854,0.484167,0.71
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,Pagi (Berangkat),0.205854,0.484167,0.71
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,Siang (Rekreasi),0.205854,0.484167,0.71
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,Siang (Rekreasi),0.205854,0.484167,0.71
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,Siang (Rekreasi),0.205854,0.484167,0.71
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,Siang (Rekreasi),0.205854,0.484167,0.71
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,Siang (Rekreasi),0.205854,0.484167,0.71
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,Siang (Rekreasi),0.205854,0.484167,0.71
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,Sore (Pulang),0.205854,0.484167,0.71
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,Sore (Pulang),0.205854,0.484167,0.71
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,Sore (Pulang),0.205854,0.484167,0.71
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,Sore (Pulang),0.205854,0.484167,0.71
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,Malam/Dini Hari,0.205854,0.484167,0.71
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,Malam/Dini Hari,0.205854,0.484167,0.71
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,Malam/Dini Hari,0.205854,0.484167,0.71
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,Malam/Dini Hari,0.205854,0.484167,0.71
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,Malam/Dini Hari,0.17725,0.538333,0.647917
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,Malam/Dini Hari,0.17725,0.538333,0.647917
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,Malam/Dini Hari,0.17725,0.538333,0.647917
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,Malam/Dini Hari,0.17725,0.538333,0.647917
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,Malam/Dini Hari,0.17725,0.538333,0.647917
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,Pagi (Berangkat),0.17725,0.538333,0.647917
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,Pagi (Berangkat),0.17725,0.538333,0.647917
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,Pagi (Berangkat),0.17725,0.538333,0.647917
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,Pagi (Berangkat),0.17725,0.538333,0.647917
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,Pagi (Berangkat),0.17725,0.538333,0.647917
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,Siang (Rekreasi),0.17725,0.538333,0.647917
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,Siang (Rekreasi),0.17725,0.538333,0.647917
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,Siang (Rekreasi),0.17725,0.538333,0.647917
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,Siang (Rekreasi),0.17725,0.538333,0.647917
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,Siang (Rekreasi),0.17725,0.538333,0.647917
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,Siang (Rekreasi),0.17725,0.538333,0.647917
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,Sore (Pulang),0.17725,0.538333,0.647917
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,Sore (Pulang),0.17725,0.538333,0.647917
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,Sore (Pulang),0.17725,0.538333,0.647917
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,Sore (Pulang),0.17725,0.538333,0.647917
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,Malam/Dini Hari,0.17725,0.538333,0.647917
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,Malam/Dini Hari,0.17725,0.538333,0.647917
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,Malam/Dini Hari,0.17725,0.538333,0.647917
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,Malam/Dini Hari,0.17725,0.538333,0.647917
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,Malam/Dini Hari,0.134954,0.494167,0.620833
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,Malam/Dini Hari,0.134954,0.494167,0.620833
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,Malam/Dini Hari,0.134954,0.494167,0.620833
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,Malam/Dini Hari,0.134954,0.494167,0.620833
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,Malam/Dini Hari,0.134954,0.494167,0.620833
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,Pagi (Berangkat),0.134954,0.494167,0.620833
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,Pagi (Berangkat),0.134954,0.494167,0.620833
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,Pagi (Berangkat),0.134954,0.494167,0.620833
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,Pagi (Berangkat),0.134954,0.494167,0.620833
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,Pagi (Berangkat),0.134954,0.494167,0.620833
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,Siang (Rekreasi),0.134954,0.494167,0.620833
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,Siang (Rekreasi),0.134954,0.494167,0.620833
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,Siang (Rekreasi),0.134954,0.494167,0.620833
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,Siang (Rekreasi),0.134954,0.494167,0.620833
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,Siang (Rekreasi),0.134954,0.494167,0.620833
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,Siang (Rekreasi),0.134954,0.494167,0.620833
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,Sore (Pulang),0.134954,0.494167,0.620833
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,Sore (Pulang),0.134954,0.494167,0.620833
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,Sore (Pulang),0.134954,0.494167,0.620833
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,Sore (Pulang),0.134954,0.494167,0.620833
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,Malam/Dini Hari,0.134954,0.494167,0.620833
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,Malam/Dini Hari,0.134954,0.494167,0.620833
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148,Malam/Dini Hari,0.134954,0.494167,0.620833
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,Malam/Dini Hari,0.134954,0.494167,0.620833
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67,Malam/Dini Hari,0.0223917,0.510833,0.684167
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28,Malam/Dini Hari,0.0223917,0.510833,0.684167
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5,Malam/Dini Hari,0.0223917,0.510833,0.684167
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10,Malam/Dini Hari,0.0223917,0.510833,0.684167
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,Malam/Dini Hari,0.0223917,0.510833,0.684167
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,Pagi (Berangkat),0.0223917,0.510833,0.684167
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,Pagi (Berangkat),0.0223917,0.510833,0.684167
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,Pagi (Berangkat),0.0223917,0.510833,0.684167
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,Pagi (Berangkat),0.0223917,0.510833,0.684167
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,Pagi (Berangkat),0.0223917,0.510833,0.684167
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,Siang (Rekreasi),0.0223917,0.510833,0.684167
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,Siang (Rekreasi),0.0223917,0.510833,0.684167
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,Siang (Rekreasi),0.0223917,0.510833,0.684167
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,Siang (Rekreasi),0.0223917,0.510833,0.684167
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,Siang (Rekreasi),0.0223917,0.510833,0.684167
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,Siang (Rekreasi),0.0223917,0.510833,0.684167
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,Sore (Pulang),0.0223917,0.510833,0.684167
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,Sore (Pulang),0.0223917,0.510833,0.684167
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,Sore (Pulang),0.0223917,0.510833,0.684167
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,Sore (Pulang),0.0223917,0.510833,0.684167
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,Malam/Dini Hari,0.0223917,0.510833,0.684167
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,Malam/Dini Hari,0.0223917,0.510833,0.684167
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,Malam/Dini Hari,0.0223917,0.510833,0.684167
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,Malam/Dini Hari,0.0223917,0.510833,0.684167
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,Malam/Dini Hari,0.0454042,0.521667,0.70125
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,Malam/Dini Hari,0.0454042,0.521667,0.70125
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,Malam/Dini Hari,0.0454042,0.521667,0.70125
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,Malam/Dini Hari,0.0454042,0.521667,0.70125
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,Malam/Dini Hari,0.0454042,0.521667,0.70125
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,Pagi (Berangkat),0.0454042,0.521667,0.70125
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22,Pagi (Berangkat),0.0454042,0.521667,0.70125
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,Pagi (Berangkat),0.0454042,0.521667,0.70125
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103,Pagi (Berangkat),0.0454042,0.521667,0.70125
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217,Pagi (Berangkat),0.0454042,0.521667,0.70125
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337,Siang (Rekreasi),0.0454042,0.521667,0.70125
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397,Siang (Rekreasi),0.0454042,0.521667,0.70125
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446,Siang (Rekreasi),0.0454042,0.521667,0.70125
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,Siang (Rekreasi),0.0454042,0.521667,0.70125
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,Siang (Rekreasi),0.0454042,0.521667,0.70125
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496,Siang (Rekreasi),0.0454042,0.521667,0.70125
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,Sore (Pulang),0.0454042,0.521667,0.70125
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,Sore (Pulang),0.0454042,0.521667,0.70125
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,Sore (Pulang),0.0454042,0.521667,0.70125
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,Sore (Pulang),0.0454042,0.521667,0.70125
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,Malam/Dini Hari,0.0454042,0.521667,0.70125
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187,Malam/Dini Hari,0.0454042,0.521667,0.70125
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149,Malam/Dini Hari,0.0454042,0.521667,0.70125
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142,Malam/Dini Hari,0.0454042,0.521667,0.70125
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,Malam/Dini Hari,0.06345,0.540833,0.7275
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78,Malam/Dini Hari,0.06345,0.540833,0.7275
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55,Malam/Dini Hari,0.06345,0.540833,0.7275
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30,Malam/Dini Hari,0.06345,0.540833,0.7275
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14,Malam/Dini Hari,0.06345,0.540833,0.7275
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15,Pagi (Berangkat),0.06345,0.540833,0.7275
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21,Pagi (Berangkat),0.06345,0.540833,0.7275
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44,Pagi (Berangkat),0.06345,0.540833,0.7275
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107,Pagi (Berangkat),0.06345,0.540833,0.7275
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185,Pagi (Berangkat),0.06345,0.540833,0.7275
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,Siang (Rekreasi),0.06345,0.540833,0.7275
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,Siang (Rekreasi),0.06345,0.540833,0.7275
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,Siang (Rekreasi),0.06345,0.540833,0.7275
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,Siang (Rekreasi),0.06345,0.540833,0.7275
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,Siang (Rekreasi),0.06345,0.540833,0.7275
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,Siang (Rekreasi),0.06345,0.540833,0.7275
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,Sore (Pulang),0.06345,0.540833,0.7275
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,Sore (Pulang),0.06345,0.540833,0.7275
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,Sore (Pulang),0.06345,0.540833,0.7275
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,Sore (Pulang),0.06345,0.540833,0.7275
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,Malam/Dini Hari,0.06345,0.540833,0.7275
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,Malam/Dini Hari,0.06345,0.540833,0.7275
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152,Malam/Dini Hari,0.06345,0.540833,0.7275
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,Malam/Dini Hari,0.06345,0.540833,0.7275
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53,Malam/Dini Hari,0.0423042,0.570833,0.73375
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34,Malam/Dini Hari,0.0423042,0.570833,0.73375
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19,Malam/Dini Hari,0.0423042,0.570833,0.73375
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11,Malam/Dini Hari,0.0423042,0.570833,0.73375
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6,Malam/Dini Hari,0.0423042,0.570833,0.73375
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21,Pagi (Berangkat),0.0423042,0.570833,0.73375
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44,Pagi (Berangkat),0.0423042,0.570833,0.73375
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114,Pagi (Berangkat),0.0423042,0.570833,0.73375
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254,Pagi (Berangkat),0.0423042,0.570833,0.73375
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219,Pagi (Berangkat),0.0423042,0.570833,0.73375
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,Siang (Rekreasi),0.0423042,0.570833,0.73375
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,Siang (Rekreasi),0.0423042,0.570833,0.73375
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,Siang (Rekreasi),0.0423042,0.570833,0.73375
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365,Siang (Rekreasi),0.0423042,0.570833,0.73375
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370,Siang (Rekreasi),0.0423042,0.570833,0.73375
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,Siang (Rekreasi),0.0423042,0.570833,0.73375
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,Sore (Pulang),0.0423042,0.570833,0.73375
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,Sore (Pulang),0.0423042,0.570833,0.73375
